view_name	type	directory	schema
input_dist_open_orders_temp	child	input	[id] int, [day] date, [qty] int, [sku] int, [store] int
input_dist_pullback_config	child	input	[id] int, [bottom_seller_disc_multiplier] float, [bottom_seller_multiplier] float, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [max_sale_qty] float, [min_plano_fill_rate] float
input_dist_store	child	input	[store] int, [flag] BIT, [inward_flag] BIT, [ist_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [outward_flag] BIT
input_dist_store_style_depth	child	input	[id] int, [depth] int, [store] int, [style] int
input_dist_style_pack_size	child	input	[id] int, [pack_size] int, [style] int
input_dist_style_reserve	child	input	[id] int, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [reserve_perc] int, [style] int
input_dist_wh_planogram	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [quantity] int, [replenishment_days] int, [whId] int
input_dist_wh_store_map	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [priority] int, [store] int, [whId] int
input_gap_brand_grading	child	input	[id] int, [brand_grading] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
input_inv_creation_store	child	input	[store] int, [flag] BIT
input_noos_cat_qty	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [quantity] int, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_noos_override	child	input	[style] int, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_od_asp_override	child	input	[id] int, [asp_override] float, [attribute8] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] int, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_od_override	child	input	[id] int, [attribute1] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute2] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute3] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute4] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute5] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute6] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute7] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute8] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute9] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period] int, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [rev_contri] float, [store] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_otb_cat_exit	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [exit_percentage] float
input_otb_depth_range	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [max_depth] int, [min_depth] int, [segment] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_otb_inseason_plano	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [qty_contri] float, [store] int
input_otb_microbuy_benchmark	child	input	[id] int, [benchmark] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_otb_min_display	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [options] int, [store] int
input_otb_moq	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [quantity] int
input_otb_returns	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [returns] float, [store] int
input_otb_str_override	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] int, [str] float, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_otb_style_wise_asp_override	child	input	[id] int, [asp_override] float, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] int, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_otb_style_wise_depth_grading	child	input	[id] int, [depth_grade] int, [grade_value] float
input_otb_style_wise_str_override	child	input	[id] int, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] int, [str_override] float, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_otb_swb_min_display	child	input	[id] int, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [freshness_factor] float, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [options] int, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] int, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_otb_swb_style_segmentation	child	input	[id] int, [depth_grading_factor] int, [segmentation] BIT, [store] int, [style] int, [style_rank] int, [style_tag] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_ow_decile_action	child	input	[width] int, [decileA] float, [decileB] float, [decileC] float, [decileD] float
input_periods	child	input	[id] int, [discount_benchmark] float, [end_date] date, [period] int, [period_type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [psa_benchmark] float, [sales_end] date, [sales_start] date, [season] VARCHAR(4096) COLLATE Latin1_General_100_BIN2_UTF8, [season_priority_flag] BIT, [start_date] date
input_plano_basestock_override	child	input	[id] int, [base_stocks] int, [store] int
input_reordering_cover_days_target_spread	child	input	[id] int, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [cover_days] int, [store_group] int, [style] int, [target_stores] int
input_reordering_override	child	input	[id] int, [store_group] int, [style] int, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_reordering_store_group	child	input	[id] int, [store] int, [store_group] int
input_size_set_properties	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [qty_exit] int, [qty_piv] int, [qty_piv_ttl] int, [store] int, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_store_inwards	child	input	[id] int, [day] date, [qty] int, [sku] int, [store] int
input_story_cat_combinations	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [combination_priority] int, [story] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_story_cat_min_options	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [min_options] int, [story] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_story_style_list	child	input	[id] int, [max_perc] float, [min_perc] float, [story] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
input_style_wise_to_size_wise_buy_category_moq	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [moq_qty] int
input_style_wise_to_size_wise_buy_style_buy	child	input	[id] int, [buy] int, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
input_wh_inwards	child	input	[id] int, [day] date, [qty] int, [sku] int, [warehouse] int
interim_depletion_cat_sales_qty	child	input	[id] bigint, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period] int, [qty] int, [store] int
interim_depletion_opening_store_output	child	input	[id] bigint, [opening_store_inv] int, [sku] int, [store] int, [style] int
interim_depletion_opening_wh_output	child	input	[id] bigint, [closing_wh_stock] int, [opening_wh_inv] int, [post_closing_inwards] int, [sku] int, [style] int
interim_depletion_post_wh_store_stock	child	input	[id] bigint, [qty] int, [sku] int, [store] int
interim_depletion_pre_wh_stock	child	input	[id] bigint, [qty] int, [sku] int, [wh_id] int
interim_depletion_pre_wh_store_stock	child	input	[id] bigint, [qty] int, [sku] int, [store] int
interim_depletion_sku_style_ros	child	input	[id] bigint, [live_days] int, [period] int, [qty] int, [rollup_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sku] int, [sku_ros] float, [store] int, [style] int, [style_ros] float
interim_discount_output	child	input	[id] bigint, [current_discount] float, [discount_recommendation] float, [final_discount_action] varchar COLLATE Latin1_General_100_BIN2_UTF8, [forward_ros] float, [forward_sales] float, [max_discount] float, [mrp_sales] float, [projected_discount] float, [projected_sales] float, [raw_ros] float, [slope] float, [store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_stock] int, [style] int, [style_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [wh_stock] int
interim_discount_slope	child	input	[id] bigint, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [slope] float, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8
interim_discount_vs_ros	child	input	[id] bigint, [discount_bucket] float, [live_days] int, [qty_sold] int, [ros] float, [sku] int, [store] int, [style] int
interim_dist_faq	child	input	[id] bigint, [ap_options] float, [is_excluded] BIT, [is_min_age] BIT, [is_parent_sku] BIT, [planogram_stock] int, [psa] float, [ros] float, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size_depth] int, [size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sku] int, [sku_max_depth] int, [store] int, [store_stock] int, [style] int, [warehouse_mapping] varchar COLLATE Latin1_General_100_BIN2_UTF8, [wh_stock] int
interim_dist_store_sku_ros	child	input	[id] bigint, [period_one_ros] float, [period_three_ros] float, [period_two_ros] float, [sku] int, [store] int
interim_dist_store_style_ranking	child	input	[rank] bigint, [final_rev_per_day] float, [inv] int, [iteration_flag] int, [level01] float, [level02] float, [level03] float, [level04] float, [level05] float, [level06] float, [level07] float, [level08] float, [level09] float, [level10] float, [level11] float, [level12] float, [level13] float, [level14] float, [level15] float, [level16] float, [level17] float, [level18] float, [level19] float, [national_rev_per_day] float, [psa] float, [rev_day] float, [sku] int, [store] int, [style] int
interim_iss_channel_ag_size_final_contri	child	input	[id] int, [ag] int, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [final_contri] float, [sales_qty] int, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8
interim_iss_unbr_sales	child	input	[id] bigint, [day] date, [disc_value] float, [qty] int, [revenue] float, [sku] int, [store] int
interim_noos_bestseller	child	input	[style] bigint, [avg_rev_per_day_per_store] float, [avg_style_disc] float, [cat_rev_per_day_store_style] float, [cat_rev_per_day_style] float, [cutoff_rev] float, [days_live] int, [days_sold] int, [disc_benchmark] float, [disc_value] float, [live_stores] int, [mrp_sales] float, [qty_sold] int, [raw_qty] int, [raw_rev] float, [rev] float, [rev_per_day] float, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
interim_noos_core	child	input	[style] bigint, [avg_style_disc] float, [days_live] int, [days_sold] int, [disc_benchmark] float, [disc_value] float, [mrp_sales] float, [qty_sold] int, [raw_qty] int, [raw_rev] float, [rev] float, [rollup_days_live] int, [ros] float, [ros_coeff] float, [ros_coeff_benchmark] float, [stores_live] int, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
interim_noos_paramount_sizes	child	input	[id] bigint, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [paramount_sizes] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8
interim_od_ag_rev_calc	child	input	[id] bigint, [ag] int, [ag_live_days] int, [ag_status] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period] int, [store] int, [style] int, [style_live_days] int, [style_rev] float
interim_od_asp	child	input	[id] int, [ag] int, [asp] float, [period] int, [store] int, [asp_override] float, [initial_asp] float
interim_od_computed_category_override	child	input	[id] bigint, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period] int, [rev_contri] float, [store] int
interim_od_filtered_relevant_sales	child	input	[id] bigint, [day] date, [disc_value] float, [period] int, [qty] int, [revenue] float, [sku] int, [store] int
interim_od_ow_width	child	input	[id] bigint, [ag] int, [period] int, [raw_live_days] int, [raw_width] int, [store] int, [style] int, [style_live_days] int, [style_rev_per_day] float
interim_od_raw_sales	child	input	[id] bigint, [day] date, [disc_value] float, [period] int, [priority] int, [qty] int, [revenue] float, [sku] int, [store] int
interim_od_relevant_sales	child	input	[id] bigint, [day] date, [disc_value] float, [period] int, [qty] int, [revenue] float, [sku] int, [store] int
interim_od_style_days	child	input	[id] bigint, [live_days] int, [period] int, [rev] float, [rev_per_day] float, [store] int, [style] int
interim_od_unbroken_sales	child	input	[id] bigint, [day] date, [disc_value] float, [period] int, [qty] int, [revenue] float, [sku] int, [store] int
interim_od_unliq_unbr_sales	child	input	[id] bigint, [day] date, [disc_value] float, [period] int, [qty] int, [revenue] float, [sku] int, [store] int
interim_otb_calc_str	child	input	[id] bigint, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [eoss_qty] float, [full_price_qty] float, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [returns_percent] float, [store] int, [str] float, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8
interim_otb_inseason_plano_qty	child	input	[id] bigint, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [inseason_plano_qty] int, [store] int
interim_otb_moq_adjusted	child	input	[id] bigint, [ag] int, [quantity] int, [store] int, [width] int
interim_otb_moq_unadjusted	child	input	[id] bigint, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] int, [unadjusted_qty] int
interim_otb_str_adjusted	child	input	[id] bigint, [ag] int, [ideal_width] int, [potential_width] int, [quantity] int, [size_set_width] int, [store] int, [width] int
interim_otb_style_buy	child	input	[id] bigint, [ag] int, [min_display_adjusted_qty] int, [moq_adjusted_qty] int, [size_adjusted_qty] int, [store] int, [style_name] varchar COLLATE Latin1_General_100_BIN2_UTF8
interim_otb_style_wise_buy_allocation_qty	child	input	[id] bigint, [avg_mrp] float, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [cal_unadjusted_depth] int, [calculated_depth_minus_sizeset] int, [cat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [depth] int, [depth_grade] int, [depth_grading_factor] float, [final_depth] int, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [mrp_target] float, [mrp_value] float, [mrp_value_unadjusted] float, [period] int, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size_set] int, [store] int, [style] int, [style_rank] int, [style_tag] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
interim_otb_style_wise_buy_projected_qty	child	input	[id] bigint, [adjusted_asp] float, [ag] int, [asp] float, [asp_override] float, [calculated_buy_option] int, [final_store_rev_contribution] float, [period] int, [project_buy_revenue] float, [projected_buy_qty] int, [sales_depth] float, [store] int, [store_period_revenue] float, [str] float, [str_adjusted_sales_depth] float
interim_otb_style_wise_depth_calculation	child	input	[id] bigint, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_style_count] int, [calculated_options] int, [cat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [core_style_count] int, [final_depth] int, [final_options] int, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [key_style_count] int, [max_constraint] int, [max_options_capacity] int, [min_constraint] int, [period] int, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [proj_buy_qty] int, [segmented_option_count] int, [size_set_options] int, [store] int, [subcat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [target_mrp] float, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
interim_ow_longtail_correction	child	input	[id] bigint, [action_weight] float, [ag] int, [corrected_width] int, [decile_sum] float, [period] int, [relevant_width] int, [store] int
interim_reordering_store_group_output	child	input	[id] bigint, [closing_date] date, [closing_store_stock_store_group] int, [cover_end_date] date, [iss_contri] float, [level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period] int, [period_duration] int, [reorder_theme] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sku] int, [store_group] int, [store_group_sku_ros] float, [store_group_style_ros] float, [store_spread] int, [style] int, [target_sales_at_store_group] int, [target_stores] int
interim_reordering_store_group_style_ros	child	input	[id] bigint, [level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [live_days] int, [qty_sold] int, [ros] float, [store_group] int, [style] int
interim_reordering_store_output	child	input	[id] bigint, [closing_date] date, [closing_store_stock] int, [cover_end_date] date, [iss_contri] float, [level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period] int, [period_duration] int, [sku] int, [store] int, [store_sku_ros] float, [store_style_ros] float, [style] int, [target_sales_at_store] int
interim_style_wise_to_size_wise_buy_moq_adj	child	input	[id] bigint, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [moq_adj_qty] float, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
interim_style_wise_to_size_wise_buy_pre_adj	child	input	[id] bigint, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [pre_adj_qty] float, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
interim_swd_store_story_ranking	child	input	[rank] bigint, [avg_psa] float, [rev_day] float, [stock] int, [store] int, [story] varchar COLLATE Latin1_General_100_BIN2_UTF8
output_ag	child	input	[id] bigint, [ag] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute1] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute10] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute2] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute3] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute4] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute5] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute6] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute7] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute8] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute9] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [cat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
output_ag_style	child	input	[style] bigint, [ag] int, [is_pruned] BIT
output_analysis_ist	child	input	[id] bigint, [implemented_inwards] int, [implemented_outwards] int, [inwards] int, [outwards] int, [post_live_days] int, [post_ros] float, [post_sales_qty] int, [post_stock] int, [pre_live_days] int, [pre_ros] float, [pre_sales_qty] int, [sku] int, [store] int
output_ap	child	input	[id] bigint, [ag] int, [attribute] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [mrp] float, [options] int, [stocks] int, [store] int
output_bi_end_date_health	child	input	[id] bigint, [store] int, [style] int
output_bi_monthly_styles_live	child	input	[id] bigint, [days_live] int, [healthy_days_live] int, [month] date, [offline_cogs] float, [offline_healthy_qty] int, [offline_healthy_revenue] float, [offline_net_revenue] float, [offline_raw_qty] int, [offline_raw_revenue] float, [online_cogs] float, [online_healthy_qty] int, [online_healthy_revenue] float, [online_net_revenue] float, [online_raw_qty] int, [online_raw_revenue] float, [store] int, [style] int
output_bi_monthly_styles_live_temp	child	input	[id] bigint, [days_live] int, [healthy_days_live] int, [month] date, [offline_cogs] float, [offline_healthy_qty] int, [offline_healthy_revenue] float, [offline_net_revenue] float, [offline_raw_qty] int, [offline_raw_revenue] float, [online_cogs] float, [online_healthy_qty] int, [online_healthy_revenue] float, [online_net_revenue] float, [online_raw_qty] int, [online_raw_revenue] float, [store] int, [style] int
output_bi_style_mapping	child	input	[id] bigint, [parent_style] int, [style] int
output_bi_style_plano_attr	child	input	[id] bigint, [planogram_attribute] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] int, [style] int
output_bi_style_price_bucket	child	input	[id] bigint, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
output_bi_topseller_styles	child	input	[id] bigint, [average_discount] float, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [closing_stock] int, [doh] float, [healthy_days_live] int, [healthy_ros] float, [healthy_sales_qty] int, [month] date, [mrp] float, [no_of_stores] int, [raw_days_live] int, [raw_sales_qty] int, [revenue] float, [str] float, [style] int
output_bi_topseller_styles_temp	child	input	[id] bigint, [average_discount] float, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [closing_stock] int, [doh] float, [healthy_days_live] int, [healthy_ros] float, [healthy_sales_qty] int, [month] date, [mrp] float, [no_of_stores] int, [raw_days_live] int, [raw_sales_qty] int, [revenue] float, [str] float, [style] int
output_bi_weekly_styles_live	child	input	[id] bigint, [closing_qty] int, [days_live] int, [healthy_days_live] int, [is_closing_stock_healthy] BIT, [offline_cogs] float, [offline_disc_value] float, [offline_healthy_qty] int, [offline_healthy_revenue] float, [offline_net_revenue] float, [offline_raw_qty] int, [offline_raw_revenue] float, [online_cogs] float, [online_disc_value] float, [online_healthy_qty] int, [online_healthy_revenue] float, [online_net_revenue] float, [online_raw_qty] int, [online_raw_revenue] float, [retail_week_end_date] date, [store] int, [style] int
output_bi_weekly_styles_live_temp	child	input	[id] bigint, [closing_qty] int, [days_live] int, [healthy_days_live] int, [is_closing_stock_healthy] BIT, [offline_cogs] float, [offline_disc_value] float, [offline_healthy_qty] int, [offline_healthy_revenue] float, [offline_net_revenue] float, [offline_raw_qty] int, [offline_raw_revenue] float, [online_cogs] float, [online_disc_value] float, [online_healthy_qty] int, [online_healthy_revenue] float, [online_net_revenue] float, [online_raw_qty] int, [online_raw_revenue] float, [retail_week_end_date] date, [store] int, [style] int
output_depletion_qty	child	input	[id] bigint, [closing_qty] int, [online_reservation_achieved] int, [online_reservation_required] int, [rem_wh_stock] int, [sales_qty] float, [size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sku] int, [store] int, [store_alloc] int, [store_inwards] int, [week_end] date, [week_start] date, [wh_alloc] int, [wh_inwards] int
output_disc_analysis	child	input	[id] bigint, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [current_discount] float, [day] date, [discount_action] varchar COLLATE Latin1_General_100_BIN2_UTF8, [discount_recommendation] float, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [health] varchar COLLATE Latin1_General_100_BIN2_UTF8, [implemented] BIT, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [post_disc_value] float, [post_impl_discount] float, [post_live_days] int, [post_revenue] float, [post_sales_qty] int, [pre_disc_value] float, [pre_live_days] int, [pre_revenue] float, [pre_sales_qty] int, [raw_qty_sold] int, [region] varchar COLLATE Latin1_General_100_BIN2_UTF8, [remarks] varchar COLLATE Latin1_General_100_BIN2_UTF8, [ros_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sell_through] float, [sell_through_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_stock] int, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_group] int, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [true_lifecycle_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [wh_stock] int
output_discounting	child	input	[id] bigint, [actual_wh_inventory] int, [age] int, [ageing_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [current_discount] float, [day] date, [discount_recommendation] float, [doh] int, [final_discount_action] varchar COLLATE Latin1_General_100_BIN2_UTF8, [health] varchar COLLATE Latin1_General_100_BIN2_UTF8, [live_days] int, [max_discount] float, [qty_sold] int, [raw_live_days] int, [raw_qty_sold] int, [raw_ros] float, [remarks] VARCHAR(4096) COLLATE Latin1_General_100_BIN2_UTF8, [ros] float, [ros_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [seasonType] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sell_through] float, [sell_through_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sku] int, [store] int, [store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_inventory] int, [style] int, [style_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [suggested_discount_action] varchar COLLATE Latin1_General_100_BIN2_UTF8, [true_lifecycle] int, [wh_inventory] int
output_dist	child	input	[id] bigint, [alloc_store] int, [alloc_suggested] int, [alloc_ttl] int, [alloc_wh] int, [allocation_type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute] varchar COLLATE Latin1_General_100_BIN2_UTF8, [inv_wh] int, [iteration_flag] varchar COLLATE Latin1_General_100_BIN2_UTF8, [jit_alloc] int, [outwards] int, [remarks] varchar COLLATE Latin1_General_100_BIN2_UTF8, [reserve_qty] int, [ros] float, [segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sku] int, [store] int, [style] int
output_dist_central_wh_alloc	child	input	[id] bigint, [central_wh_id] int, [quantity] int, [regional_wh_id] int, [sku] int
output_dist_parent_central_wh_alloc	child	input	[id] bigint, [central_wh_id] int, [quantity] int, [regional_wh_id] int, [sku] int
output_dist_parent_style	child	input	[id] bigint, [alloc_store] int, [alloc_suggested] int, [alloc_ttl] int, [alloc_wh] int, [allocation_type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute] varchar COLLATE Latin1_General_100_BIN2_UTF8, [inv_wh] int, [iteration_flag] varchar COLLATE Latin1_General_100_BIN2_UTF8, [jit_alloc] int, [outwards] int, [remarks] varchar COLLATE Latin1_General_100_BIN2_UTF8, [reserve_qty] int, [ros] float, [segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sku] int, [store] int, [style] int
output_dist_reserve_quantity	child	input	[id] bigint, [quantity] int, [sku] int, [wh_id] int
